timepoint_id,number_days,inc_cum,output,type,quantile,value,Forecast_Backcast
1,1.0,inc,Infected,quantile,0.8,1.1753670930862428,Backcast
1,1.0,inc,Infected,quantile,0.85,1.1770157039165496,Backcast
1,1.0,inc,Infected,quantile,0.9,1.1786643147468567,Backcast
1,1.0,inc,Infected,quantile,0.95,1.1803129255771636,Backcast
1,1.0,inc,Infected,quantile,0.975,1.1811372309923172,Backcast
1,1.0,inc,Infected,quantile,0.99,1.1816318142414093,Backcast
2,2.0,inc,Infected,quantile,0.01,1.4906963896751404,Backcast
2,2.0,inc,Infected,quantile,0.025,1.491888302564621,Backcast
2,2.0,inc,Infected,quantile,0.05,1.4938748240470887,Backcast
2,2.0,inc,Infected,quantile,0.1,1.4978478670120239,Backcast
2,2.0,inc,Infected,quantile,0.15,1.5018209099769593,Backcast
2,2.0,inc,Infected,quantile,0.2,1.5057939529418944,Backcast
2,2.0,inc,Infected,quantile,0.25,1.5097669959068298,Backcast
2,2.0,inc,Infected,quantile,0.3,1.5137400388717652,Backcast
2,2.0,inc,Infected,quantile,0.35,1.5177130818367004,Backcast
2,2.0,inc,Infected,quantile,0.4,1.5216861248016358,Backcast
2,2.0,inc,Infected,quantile,0.45,1.525659167766571,Backcast
2,2.0,inc,Infected,quantile,0.5,1.5296322107315063,Backcast
2,2.0,inc,Infected,quantile,0.55,1.5336052536964417,Backcast
2,2.0,inc,Infected,quantile,0.6,1.537578296661377,Backcast
2,2.0,inc,Infected,quantile,0.65,1.5415513396263123,Backcast
2,2.0,inc,Infected,quantile,0.7,1.5455243825912475,Backcast
2,2.0,inc,Infected,quantile,0.75,1.5494974255561829,Backcast
2,2.0,inc,Infected,quantile,0.8,1.5534704685211183,Backcast
2,2.0,inc,Infected,quantile,0.85,1.5574435114860534,Backcast
2,2.0,inc,Infected,quantile,0.9,1.5614165544509888,Backcast
2,2.0,inc,Infected,quantile,0.95,1.565389597415924,Backcast
2,2.0,inc,Infected,quantile,0.975,1.5673761188983917,Backcast
2,2.0,inc,Infected,quantile,0.99,1.5685680317878723,Backcast
3,3.0,inc,Infected,quantile,0.01,2.0467047262191773,Backcast
3,3.0,inc,Infected,quantile,0.025,2.0489806056022646,Backcast
3,3.0,inc,Infected,quantile,0.05,2.0527737379074096,Backcast
3,3.0,inc,Infected,quantile,0.1,2.0603600025177,Backcast
3,3.0,inc,Infected,quantile,0.15,2.067946267127991,Backcast
3,3.0,inc,Infected,quantile,0.2,2.0755325317382813,Backcast
3,3.0,inc,Infected,quantile,0.25,2.0831187963485718,Backcast
3,3.0,inc,Infected,quantile,0.3,2.090705060958862,Backcast
3,3.0,inc,Infected,quantile,0.35,2.0982913255691527,Backcast
3,3.0,inc,Infected,quantile,0.4,2.1058775901794435,Backcast
3,3.0,inc,Infected,quantile,0.45,2.113463854789734,Backcast
3,3.0,inc,Infected,quantile,0.5,2.1210501194000244,Backcast
3,3.0,inc,Infected,quantile,0.55,2.128636384010315,Backcast
3,3.0,inc,Infected,quantile,0.6,2.1362226486206053,Backcast
3,3.0,inc,Infected,quantile,0.65,2.143808913230896,Backcast
3,3.0,inc,Infected,quantile,0.7,2.1513951778411866,Backcast
3,3.0,inc,Infected,quantile,0.75,2.158981442451477,Backcast
3,3.0,inc,Infected,quantile,0.8,2.1665677070617675,Backcast
3,3.0,inc,Infected,quantile,0.85,2.174153971672058,Backcast
3,3.0,inc,Infected,quantile,0.9,2.181740236282349,Backcast
3,3.0,inc,Infected,quantile,0.95,2.1893265008926392,Backcast
3,3.0,inc,Infected,quantile,0.975,2.1931196331977842,Backcast
3,3.0,inc,Infected,quantile,0.99,2.1953955125808715,Backcast
4,4.0,inc,Infected,quantile,0.01,2.8833105611801146,Backcast
4,4.0,inc,Infected,quantile,0.025,2.8873270869255068,Backcast
4,4.0,inc,Infected,quantile,0.05,2.8940212965011596,Backcast
4,4.0,inc,Infected,quantile,0.1,2.9074097156524656,Backcast
4,4.0,inc,Infected,quantile,0.15,2.920798134803772,Backcast
4,4.0,inc,Infected,quantile,0.2,2.934186553955078,Backcast
4,4.0,inc,Infected,quantile,0.25,2.9475749731063843,Backcast
4,4.0,inc,Infected,quantile,0.3,2.9609633922576903,Backcast
4,4.0,inc,Infected,quantile,0.35,2.9743518114089964,Backcast
4,4.0,inc,Infected,quantile,0.4,2.987740230560303,Backcast
4,4.0,inc,Infected,quantile,0.45,3.001128649711609,Backcast
4,4.0,inc,Infected,quantile,0.5,3.014517068862915,Backcast
4,4.0,inc,Infected,quantile,0.55,3.027905488014221,Backcast
4,4.0,inc,Infected,quantile,0.6,3.041293907165527,Backcast
4,4.0,inc,Infected,quantile,0.65,3.0546823263168337,Backcast
4,4.0,inc,Infected,quantile,0.7,3.0680707454681397,Backcast
4,4.0,inc,Infected,quantile,0.75,3.081459164619446,Backcast
4,4.0,inc,Infected,quantile,0.8,3.094847583770752,Backcast
4,4.0,inc,Infected,quantile,0.85,3.108236002922058,Backcast
4,4.0,inc,Infected,quantile,0.9,3.1216244220733644,Backcast
4,4.0,inc,Infected,quantile,0.95,3.1350128412246705,Backcast
4,4.0,inc,Infected,quantile,0.975,3.1417070508003233,Backcast
4,4.0,inc,Infected,quantile,0.99,3.1457235765457154,Backcast
0,0.0,inc,Hospitalizations,quantile,0.01,1.7325970107402722e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.025,1.7333645966049333e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.05,1.7346439063793683e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.1,1.7372025259282386e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.15,1.739761145477109e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.2,1.7423197650259792e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.25,1.7448783845748495e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.3,1.7474370041237197e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.35,1.74999562367259e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.4,1.7525542432214603e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.45,1.7551128627703306e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.5,1.7576714823192008e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.55,1.760230101868071e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.6,1.7627887214169412e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.65,1.7653473409658117e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.7,1.7679059605146819e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.75,1.7704645800635521e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.8,1.7730231996124223e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.85,1.7755818191612926e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.9,1.778140438710163e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.95,1.7806990582590332e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.975,1.7819783680334682e-12,Backcast
0,0.0,inc,Hospitalizations,quantile,0.99,1.7827459538981294e-12,Backcast
1,1.0,inc,Hospitalizations,quantile,0.01,0.01684968505054712,Backcast
1,1.0,inc,Hospitalizations,quantile,0.025,0.016854241397231816,Backcast
1,1.0,inc,Hospitalizations,quantile,0.05,0.016861835308372975,Backcast
1,1.0,inc,Hospitalizations,quantile,0.1,0.01687702313065529,Backcast
1,1.0,inc,Hospitalizations,quantile,0.15,0.0168922109529376,Backcast
1,1.0,inc,Hospitalizations,quantile,0.2,0.016907398775219917,Backcast
1,1.0,inc,Hospitalizations,quantile,0.25,0.01692258659750223,Backcast
1,1.0,inc,Hospitalizations,quantile,0.3,0.016937774419784547,Backcast
1,1.0,inc,Hospitalizations,quantile,0.35,0.01695296224206686,Backcast
1,1.0,inc,Hospitalizations,quantile,0.4,0.016968150064349173,Backcast
1,1.0,inc,Hospitalizations,quantile,0.45,0.016983337886631488,Backcast
1,1.0,inc,Hospitalizations,quantile,0.5,0.016998525708913803,Backcast
1,1.0,inc,Hospitalizations,quantile,0.55,0.017013713531196118,Backcast
1,1.0,inc,Hospitalizations,quantile,0.6,0.017028901353478433,Backcast
1,1.0,inc,Hospitalizations,quantile,0.65,0.017044089175760745,Backcast
1,1.0,inc,Hospitalizations,quantile,0.7,0.01705927699804306,Backcast
1,1.0,inc,Hospitalizations,quantile,0.75,0.017074464820325375,Backcast
1,1.0,inc,Hospitalizations,quantile,0.8,0.01708965264260769,Backcast
1,1.0,inc,Hospitalizations,quantile,0.85,0.017104840464890005,Backcast
1,1.0,inc,Hospitalizations,quantile,0.9,0.017120028287172316,Backcast
1,1.0,inc,Hospitalizations,quantile,0.95,0.01713521610945463,Backcast
1,1.0,inc,Hospitalizations,quantile,0.975,0.01714281002059579,Backcast
1,1.0,inc,Hospitalizations,quantile,0.99,0.017147366367280484,Backcast
2,2.0,inc,Hospitalizations,quantile,0.01,0.03469990141689777,Backcast
2,2.0,inc,Hospitalizations,quantile,0.025,0.03470252696424723,Backcast
2,2.0,inc,Hospitalizations,quantile,0.05,0.03470690287649632,Backcast
2,2.0,inc,Hospitalizations,quantile,0.1,0.03471565470099449,Backcast
2,2.0,inc,Hospitalizations,quantile,0.15,0.03472440652549267,Backcast
2,2.0,inc,Hospitalizations,quantile,0.2,0.03473315834999084,Backcast
2,2.0,inc,Hospitalizations,quantile,0.25,0.03474191017448902,Backcast
2,2.0,inc,Hospitalizations,quantile,0.3,0.0347506619989872,Backcast
2,2.0,inc,Hospitalizations,quantile,0.35,0.03475941382348537,Backcast
2,2.0,inc,Hospitalizations,quantile,0.4,0.03476816564798355,Backcast
2,2.0,inc,Hospitalizations,quantile,0.45,0.034776917472481725,Backcast
2,2.0,inc,Hospitalizations,quantile,0.5,0.034785669296979904,Backcast
2,2.0,inc,Hospitalizations,quantile,0.55,0.034794421121478084,Backcast
2,2.0,inc,Hospitalizations,quantile,0.6,0.034803172945976256,Backcast
2,2.0,inc,Hospitalizations,quantile,0.65,0.034811924770474435,Backcast
2,2.0,inc,Hospitalizations,quantile,0.7,0.03482067659497261,Backcast
2,2.0,inc,Hospitalizations,quantile,0.75,0.03482942841947079,Backcast
2,2.0,inc,Hospitalizations,quantile,0.8,0.034838180243968966,Backcast
2,2.0,inc,Hospitalizations,quantile,0.85,0.03484693206846714,Backcast
2,2.0,inc,Hospitalizations,quantile,0.9,0.03485568389296532,Backcast
2,2.0,inc,Hospitalizations,quantile,0.95,0.03486443571746349,Backcast
2,2.0,inc,Hospitalizations,quantile,0.975,0.03486881162971258,Backcast
2,2.0,inc,Hospitalizations,quantile,0.99,0.03487143717706204,Backcast
3,3.0,inc,Hospitalizations,quantile,0.01,0.055886813588440415,Backcast
3,3.0,inc,Hospitalizations,quantile,0.025,0.05589428627863526,Backcast
3,3.0,inc,Hospitalizations,quantile,0.05,0.055906740762293336,Backcast
3,3.0,inc,Hospitalizations,quantile,0.1,0.05593164972960949,Backcast
3,3.0,inc,Hospitalizations,quantile,0.15,0.05595655869692564,Backcast
3,3.0,inc,Hospitalizations,quantile,0.2,0.055981467664241794,Backcast
3,3.0,inc,Hospitalizations,quantile,0.25,0.05600637663155794,Backcast
3,3.0,inc,Hospitalizations,quantile,0.3,0.05603128559887409,Backcast
3,3.0,inc,Hospitalizations,quantile,0.35,0.056056194566190244,Backcast
3,3.0,inc,Hospitalizations,quantile,0.4,0.05608110353350639,Backcast
3,3.0,inc,Hospitalizations,quantile,0.45,0.05610601250082255,Backcast
3,3.0,inc,Hospitalizations,quantile,0.5,0.056130921468138695,Backcast
3,3.0,inc,Hospitalizations,quantile,0.55,0.05615583043545484,Backcast
3,3.0,inc,Hospitalizations,quantile,0.6,0.056180739402771,Backcast
3,3.0,inc,Hospitalizations,quantile,0.65,0.056205648370087145,Backcast
3,3.0,inc,Hospitalizations,quantile,0.7,0.0562305573374033,Backcast
3,3.0,inc,Hospitalizations,quantile,0.75,0.05625546630471945,Backcast
3,3.0,inc,Hospitalizations,quantile,0.8,0.056280375272035596,Backcast
3,3.0,inc,Hospitalizations,quantile,0.85,0.05630528423935175,Backcast
3,3.0,inc,Hospitalizations,quantile,0.9,0.0563301932066679,Backcast
3,3.0,inc,Hospitalizations,quantile,0.95,0.056355102173984054,Backcast
3,3.0,inc,Hospitalizations,quantile,0.975,0.05636755665764213,Backcast
3,3.0,inc,Hospitalizations,quantile,0.99,0.056375029347836975,Backcast
4,4.0,inc,Hospitalizations,quantile,0.01,0.08315550938248634,Backcast
4,4.0,inc,Hospitalizations,quantile,0.025,0.08318506442010402,Backcast
4,4.0,inc,Hospitalizations,quantile,0.05,0.0832343228161335,Backcast
4,4.0,inc,Hospitalizations,quantile,0.1,0.08333283960819245,Backcast
4,4.0,inc,Hospitalizations,quantile,0.15,0.08343135640025139,Backcast
4,4.0,inc,Hospitalizations,quantile,0.2,0.08352987319231034,Backcast
4,4.0,inc,Hospitalizations,quantile,0.25,0.08362838998436928,Backcast
4,4.0,inc,Hospitalizations,quantile,0.3,0.08372690677642822,Backcast
4,4.0,inc,Hospitalizations,quantile,0.35,0.08382542356848717,Backcast
4,4.0,inc,Hospitalizations,quantile,0.4,0.08392394036054611,Backcast
4,4.0,inc,Hospitalizations,quantile,0.45,0.08402245715260506,Backcast
4,4.0,inc,Hospitalizations,quantile,0.5,0.084120973944664,Backcast
4,4.0,inc,Hospitalizations,quantile,0.55,0.08421949073672294,Backcast
4,4.0,inc,Hospitalizations,quantile,0.6,0.0843180075287819,Backcast
4,4.0,inc,Hospitalizations,quantile,0.65,0.08441652432084083,Backcast
4,4.0,inc,Hospitalizations,quantile,0.7,0.08451504111289979,Backcast
4,4.0,inc,Hospitalizations,quantile,0.75,0.08461355790495872,Backcast
4,4.0,inc,Hospitalizations,quantile,0.8,0.08471207469701766,Backcast
4,4.0,inc,Hospitalizations,quantile,0.85,0.08481059148907662,Backcast
4,4.0,inc,Hospitalizations,quantile,0.9,0.08490910828113556,Backcast
4,4.0,inc,Hospitalizations,quantile,0.95,0.08500762507319451,Backcast
4,4.0,inc,Hospitalizations,quantile,0.975,0.08505688346922398,Backcast
4,4.0,inc,Hospitalizations,quantile,0.99,0.08508643850684167,Backcast
