timepoint_id,number_days,inc_cum,output,type,quantile,value,Forecast_Backcast
2,2.0,inc,Hospitalizations,quantile,0.6,0.035779310017824174,Forecast
2,2.0,inc,Hospitalizations,quantile,0.65,0.03648820146918297,Forecast
2,2.0,inc,Hospitalizations,quantile,0.7,0.037344532832503316,Forecast
2,2.0,inc,Hospitalizations,quantile,0.75,0.03845985699445009,Forecast
2,2.0,inc,Hospitalizations,quantile,0.8,0.04017296731472016,Forecast
2,2.0,inc,Hospitalizations,quantile,0.85,0.04188032336533069,Forecast
2,2.0,inc,Hospitalizations,quantile,0.9,0.04319861531257631,Forecast
2,2.0,inc,Hospitalizations,quantile,0.95,0.0461308266967535,Forecast
2,2.0,inc,Hospitalizations,quantile,0.975,0.04742909064516425,Forecast
2,2.0,inc,Hospitalizations,quantile,0.99,0.04777035713195801,Forecast
3,3.0,inc,Hospitalizations,quantile,0.01,0.04246690940111875,Forecast
3,3.0,inc,Hospitalizations,quantile,0.025,0.04313551262021065,Forecast
3,3.0,inc,Hospitalizations,quantile,0.05,0.044550095498561856,Forecast
3,3.0,inc,Hospitalizations,quantile,0.1,0.04588492885231972,Forecast
3,3.0,inc,Hospitalizations,quantile,0.15,0.04629034753888846,Forecast
3,3.0,inc,Hospitalizations,quantile,0.2,0.04757788628339767,Forecast
3,3.0,inc,Hospitalizations,quantile,0.25,0.048981280997395515,Forecast
3,3.0,inc,Hospitalizations,quantile,0.3,0.05115981809794903,Forecast
3,3.0,inc,Hospitalizations,quantile,0.35,0.05300836190581322,Forecast
3,3.0,inc,Hospitalizations,quantile,0.4,0.05379229038953781,Forecast
3,3.0,inc,Hospitalizations,quantile,0.45,0.05482963286340237,Forecast
3,3.0,inc,Hospitalizations,quantile,0.5,0.055838605388998985,Forecast
3,3.0,inc,Hospitalizations,quantile,0.55,0.057482707872986795,Forecast
3,3.0,inc,Hospitalizations,quantile,0.6,0.05997862964868546,Forecast
3,3.0,inc,Hospitalizations,quantile,0.65,0.0610508231446147,Forecast
3,3.0,inc,Hospitalizations,quantile,0.7,0.06474788039922715,Forecast
3,3.0,inc,Hospitalizations,quantile,0.75,0.06679319962859154,Forecast
3,3.0,inc,Hospitalizations,quantile,0.8,0.06967235505580902,Forecast
3,3.0,inc,Hospitalizations,quantile,0.85,0.07375698611140251,Forecast
3,3.0,inc,Hospitalizations,quantile,0.9,0.0766850121319294,Forecast
3,3.0,inc,Hospitalizations,quantile,0.95,0.08001229800283909,Forecast
3,3.0,inc,Hospitalizations,quantile,0.975,0.08103720173239708,Forecast
3,3.0,inc,Hospitalizations,quantile,0.99,0.08281607061624528,Forecast
4,4.0,inc,Hospitalizations,quantile,0.01,0.053904052972793576,Forecast
4,4.0,inc,Hospitalizations,quantile,0.025,0.05570129416882992,Forecast
4,4.0,inc,Hospitalizations,quantile,0.05,0.05879725851118565,Forecast
4,4.0,inc,Hospitalizations,quantile,0.1,0.061324185132980345,Forecast
4,4.0,inc,Hospitalizations,quantile,0.15,0.0629004966467619,Forecast
4,4.0,inc,Hospitalizations,quantile,0.2,0.06594066470861436,Forecast
4,4.0,inc,Hospitalizations,quantile,0.25,0.07138489745557308,Forecast
4,4.0,inc,Hospitalizations,quantile,0.3,0.07422607466578483,Forecast
4,4.0,inc,Hospitalizations,quantile,0.35,0.07896600887179374,Forecast
4,4.0,inc,Hospitalizations,quantile,0.4,0.08144187778234482,Forecast
4,4.0,inc,Hospitalizations,quantile,0.45,0.08376828990876675,Forecast
4,4.0,inc,Hospitalizations,quantile,0.5,0.08581031486392021,Forecast
4,4.0,inc,Hospitalizations,quantile,0.55,0.08903883509337902,Forecast
4,4.0,inc,Hospitalizations,quantile,0.6,0.09268351942300797,Forecast
4,4.0,inc,Hospitalizations,quantile,0.65,0.0981414943933487,Forecast
4,4.0,inc,Hospitalizations,quantile,0.7,0.10256330221891402,Forecast
4,4.0,inc,Hospitalizations,quantile,0.75,0.10724663734436035,Forecast
4,4.0,inc,Hospitalizations,quantile,0.8,0.1122476413846016,Forecast
4,4.0,inc,Hospitalizations,quantile,0.85,0.11862354800105095,Forecast
4,4.0,inc,Hospitalizations,quantile,0.9,0.12421025186777115,Forecast
4,4.0,inc,Hospitalizations,quantile,0.95,0.12828298062086105,Forecast
4,4.0,inc,Hospitalizations,quantile,0.975,0.1296830143779516,Forecast
4,4.0,inc,Hospitalizations,quantile,0.99,0.13166235730051995,Forecast
